order_id,order_date,category,subcategory,product_name,customer_id,city,price,quantity,discount_pct,revenue,profit,payment_method,channel,order_status,ship_date,delivery_date
102809,2023-11-04,Electronics,Laptops,Laptops 458,CUST5849,Kolkata,13766,1,10,12389.4,3541.05,Debit Card,Mobile App,Delivered,2023-11-09,2023-11-12
102810,2025-06-04,Home & Kitchen,Furniture,Furniture 690,CUST5275,Pune,3147,1,15,2674.95,782.16,Debit Card,Mobile App,Delivered,2025-06-06,2025-06-09
102811,2023-04-24,Sports,Gear,Gear 938,CUST3623,Pune,627,1,15,532.95,129.23,UPI,Website,Delivered,2023-05-01,2023-05-03
102812,2025-01-27,Electronics,Mobiles,Mobiles 720,CUST4609,Pune,13936,1,20,11148.8,3011.62,Netbanking,Mobile App,Shipped,2025-01-28,2025-02-01
102813,2023-03-10,Grocery,Beverages,Beverages 150,CUST1802,Mumbai,2427,2,15,4125.9,1100.15,Netbanking,Website,Delivered,2023-03-17,2023-03-20
102814,2024-04-21,Beauty,Makeup,Makeup 903,CUST1815,Bengaluru,4747,3,15,12104.85,4517.21,COD,Marketplace,Delivered,2024-04-22,2024-04-24
102815,2024-07-30,Home & Kitchen,Appliances,Appliances 763,CUST7573,Delhi,7310,1,15,6213.5,1926.68,Debit Card,Marketplace,Delivered,2024-08-06,2024-08-10
102816,2023-04-25,Sports,Fitness,Fitness 252,CUST1604,Kolkata,14377,1,5,13658.15,4456.94,Credit Card,Marketplace,Returned,2023-04-30,2023-05-03
102817,2025-01-18,Sports,Gear,Gear 724,CUST3862,Kolkata,935,1,15,794.75,261.17,COD,Mobile App,Delivered,2025-01-25,2025-01-28
102818,2024-10-16,Beauty,Skincare,Skincare 471,CUST9869,Bengaluru,9227,1,0,9227.0,2786.44,COD,Mobile App,Delivered,2024-10-19,2024-10-22
102819,2024-04-06,Sports,Fitness,Fitness 482,CUST6457,Jaipur,5228,1,20,4182.4,1476.22,COD,Marketplace,Delivered,2024-04-11,2024-04-13
102820,2023-07-01,Home & Kitchen,Furniture,Furniture 891,CUST1591,Bengaluru,10221,1,0,10221.0,2663.53,Debit Card,Mobile App,Delivered,2023-07-02,2023-07-04
102821,2024-01-26,Beauty,Skincare,Skincare 691,CUST2458,Lucknow,7085,3,20,17004.0,6158.34,Debit Card,Website,Delivered,2024-01-28,2024-02-01
102822,2023-03-20,Clothing,Kids,Kids 589,CUST4551,Hyderabad,5458,2,20,8732.8,3261.52,COD,Mobile App,Delivered,2023-03-23,2023-03-26
102823,2023-07-02,Beauty,Haircare,Haircare 275,CUST1872,Chennai,10001,1,20,8000.8,1670.4,Debit Card,Mobile App,Delivered,2023-07-03,2023-07-05
102824,2024-07-25,Clothing,Women,Women 705,CUST4227,Delhi,12422,1,0,12422.0,3845.71,Netbanking,Website,Returned,2024-07-27,2024-07-31
102825,2023-08-15,Electronics,Laptops,Laptops 760,CUST8538,Jaipur,7269,1,0,7269.0,1754.42,Netbanking,Marketplace,Delivered,2023-08-20,2023-08-23
102826,2025-05-06,Grocery,Essentials,Essentials 156,CUST6181,Kolkata,8102,2,15,13773.4,3358.02,Netbanking,Website,Delivered,2025-05-08,2025-05-10
102827,2025-07-25,Clothing,Kids,Kids 408,CUST4468,Delhi,10697,1,5,10162.15,3354.03,Netbanking,Marketplace,Delivered,2025-07-28,2025-07-31
102828,2023-12-27,Electronics,Accessories,Accessories 244,CUST8527,Chennai,1021,3,10,2756.7,818.43,Credit Card,Mobile App,Delivered,2023-12-30,2024-01-02
102829,2024-10-21,Home & Kitchen,Appliances,Appliances 290,CUST5203,Mumbai,3468,3,0,10404.0,3314.85,COD,Mobile App,Pending,2024-10-28,2024-11-01
102830,2023-11-19,Home & Kitchen,Furniture,Furniture 509,CUST5460,Mumbai,12881,3,10,34778.7,12061.1,UPI,Website,Cancelled,2023-11-20,2023-11-22
102831,2023-11-04,Clothing,Women,Women 898,CUST8765,Delhi,10394,1,10,9354.6,3220.97,Netbanking,Website,Delivered,2023-11-05,2023-11-07
102832,2025-05-21,Sports,Fitness,Fitness 617,CUST9940,Lucknow,7010,3,20,16824.0,4571.08,Credit Card,Website,Cancelled,2025-05-28,2025-05-30
102833,2024-01-14,Beauty,Makeup,Makeup 315,CUST9661,Delhi,13251,3,0,39753.0,15100.21,Debit Card,Marketplace,Delivered,2024-01-16,2024-01-19
102834,2024-04-14,Home & Kitchen,Appliances,Appliances 154,CUST2515,Pune,4890,1,15,4156.5,1506.83,Debit Card,Mobile App,Delivered,2024-04-16,2024-04-18
102835,2025-07-22,Clothing,Men,Men 950,CUST4776,Kolkata,11817,1,15,10044.45,2766.27,Credit Card,Website,Delivered,2025-07-29,2025-08-01
102836,2023-01-05,Beauty,Skincare,Skincare 868,CUST8287,Mumbai,11118,1,5,10562.1,3641.4,COD,Website,Shipped,2023-01-12,2023-01-15
102837,2025-05-03,Home & Kitchen,Appliances,Appliances 801,CUST1812,Hyderabad,7034,1,5,6682.3,1434.91,Netbanking,Website,Delivered,2025-05-10,2025-05-13
102838,2023-04-21,Beauty,Skincare,Skincare 445,CUST3186,Bengaluru,4455,1,5,4232.25,1692.51,Credit Card,Website,Delivered,2023-04-22,2023-04-25
102839,2023-12-13,Beauty,Skincare,Skincare 492,CUST9431,Hyderabad,10151,1,15,8628.35,3014.59,UPI,Marketplace,Delivered,2023-12-16,2023-12-19
102840,2023-05-05,Clothing,Men,Men 790,CUST4228,Pune,6623,1,0,6623.0,2463.12,Debit Card,Marketplace,Returned,2023-05-06,2023-05-09
102841,2025-07-15,Beauty,Haircare,Haircare 877,CUST6234,Jaipur,2109,2,20,3374.4,1283.01,Debit Card,Marketplace,Delivered,2025-07-17,2025-07-21
102842,2023-03-02,Grocery,Beverages,Beverages 281,CUST5981,Lucknow,3120,1,0,3120.0,739.79,UPI,Marketplace,Delivered,2023-03-05,2023-03-07
102843,2024-08-07,Sports,Gear,Gear 376,CUST9253,Bengaluru,4954,1,10,4458.6,1777.34,UPI,Website,Returned,2024-08-10,2024-08-14
102844,2024-12-21,Beauty,Haircare,Haircare 695,CUST4105,Lucknow,2182,1,5,2072.9,658.28,Credit Card,Website,Shipped,2024-12-23,2024-12-27
102845,2023-02-01,Electronics,Laptops,Laptops 409,CUST1703,Chennai,1046,3,20,2510.4,679.51,Debit Card,Mobile App,Delivered,2023-02-08,2023-02-12
102846,2025-09-10,Sports,Outdoor,Outdoor 512,CUST6963,Lucknow,5070,3,0,15210.0,3981.88,Credit Card,Mobile App,Delivered,2025-09-17,2025-09-19
102847,2023-09-11,Grocery,Beverages,Beverages 568,CUST6356,Lucknow,1867,2,10,3360.6,701.3,Netbanking,Website,Pending,2023-09-14,2023-09-16
102848,2025-03-25,Clothing,Kids,Kids 216,CUST1416,Bengaluru,1811,1,0,1811.0,537.0,Credit Card,Website,Delivered,2025-03-30,2025-04-03
102849,2025-02-24,Clothing,Men,Men 396,CUST3998,Jaipur,4307,1,5,4091.65,1515.91,Debit Card,Mobile App,Delivered,2025-03-01,2025-03-04
102850,2025-05-03,Electronics,Accessories,Accessories 348,CUST3590,Hyderabad,2484,1,5,2359.8,501.55,Debit Card,Website,Delivered,2025-05-08,2025-05-11
102851,2025-03-30,Electronics,Laptops,Laptops 585,CUST7305,Hyderabad,5294,1,20,4235.2,915.89,Credit Card,Marketplace,Pending,2025-04-06,2025-04-10
102852,2024-05-20,Grocery,Essentials,Essentials 536,CUST7473,Ahmedabad,5154,1,20,4123.2,1071.37,COD,Mobile App,Shipped,2024-05-21,2024-05-23
102853,2024-04-04,Grocery,Beverages,Beverages 282,CUST5785,Hyderabad,535,1,5,508.25,132.25,Debit Card,Website,Delivered,2024-04-11,2024-04-15
102854,2025-06-02,Beauty,Skincare,Skincare 390,CUST8568,Chennai,5846,1,5,5553.7,1741.35,Debit Card,Website,Delivered,2025-06-09,2025-06-13
102855,2024-11-18,Clothing,Kids,Kids 282,CUST8952,Pune,12528,1,20,10022.4,2904.68,Credit Card,Website,Delivered,2024-11-19,2024-11-23
102856,2023-06-23,Sports,Gear,Gear 295,CUST7247,Mumbai,11187,1,15,9508.95,2758.96,COD,Marketplace,Delivered,2023-06-24,2023-06-27
102857,2023-07-04,Grocery,Snacks,Snacks 460,CUST8481,Mumbai,1495,3,20,3588.0,1003.14,Netbanking,Website,Delivered,2023-07-05,2023-07-09
102858,2024-03-12,Grocery,Essentials,Essentials 707,CUST4065,Bengaluru,10862,1,10,9775.8,3422.61,COD,Marketplace,Delivered,2024-03-13,2024-03-16
102859,2025-05-25,Grocery,Snacks,Snacks 607,CUST8855,Kolkata,300,3,20,720.0,155.69,Debit Card,Marketplace,Delivered,2025-06-01,2025-06-05
102860,2024-09-18,Beauty,Skincare,Skincare 901,CUST6677,Ahmedabad,6391,3,15,16297.05,4223.06,COD,Website,Cancelled,2024-09-20,2024-09-24
102861,2025-08-14,Electronics,Laptops,Laptops 692,CUST6872,Bengaluru,10208,1,20,8166.4,2810.1,Debit Card,Mobile App,Delivered,2025-08-16,2025-08-19
102862,2024-08-19,Home & Kitchen,Appliances,Appliances 203,CUST4213,Mumbai,11799,1,10,10619.1,2947.15,Debit Card,Mobile App,Delivered,2024-08-24,2024-08-26
102863,2024-11-06,Grocery,Beverages,Beverages 212,CUST2630,Hyderabad,9975,2,15,16957.5,5736.31,UPI,Marketplace,Delivered,2024-11-11,2024-11-13
102864,2024-02-16,Home & Kitchen,Decor,Decor 719,CUST1160,Kolkata,12225,1,10,11002.5,4258.22,Credit Card,Mobile App,Shipped,2024-02-18,2024-02-20
102865,2023-08-31,Home & Kitchen,Furniture,Furniture 529,CUST8976,Jaipur,13091,2,0,26182.0,5272.81,Credit Card,Marketplace,Delivered,2023-09-07,2023-09-09
102866,2023-05-24,Sports,Fitness,Fitness 551,CUST2034,Jaipur,13569,3,20,32565.6,8140.64,Debit Card,Mobile App,Delivered,2023-05-27,2023-05-29
102867,2025-09-04,Electronics,Mobiles,Mobiles 265,CUST8229,Kolkata,9724,2,5,18475.6,4591.48,COD,Website,Delivered,2025-09-07,2025-09-11
102868,2025-05-11,Clothing,Men,Men 207,CUST1264,Jaipur,8455,2,5,16064.5,3296.47,UPI,Mobile App,Delivered,2025-05-14,2025-05-18
102869,2025-06-28,Home & Kitchen,Decor,Decor 950,CUST1431,Hyderabad,4048,3,0,12144.0,3620.29,UPI,Website,Delivered,2025-07-01,2025-07-05
102870,2025-09-01,Home & Kitchen,Decor,Decor 194,CUST1613,Hyderabad,2313,1,20,1850.4,683.51,UPI,Marketplace,Delivered,2025-09-08,2025-09-10
102871,2024-04-03,Electronics,Mobiles,Mobiles 630,CUST5289,Pune,1226,2,20,1961.6,600.02,COD,Marketplace,Cancelled,2024-04-05,2024-04-07
102872,2025-02-16,Electronics,Laptops,Laptops 681,CUST8835,Hyderabad,3634,1,0,3634.0,1250.02,Debit Card,Marketplace,Delivered,2025-02-18,2025-02-22
102873,2023-07-29,Home & Kitchen,Appliances,Appliances 232,CUST2711,Hyderabad,6939,1,0,6939.0,1567.12,UPI,Mobile App,Shipped,2023-07-30,2023-08-01
102874,2023-01-13,Grocery,Beverages,Beverages 213,CUST4264,Bengaluru,4040,1,10,3636.0,1211.55,COD,Marketplace,Delivered,2023-01-14,2023-01-18
102875,2024-04-28,Clothing,Kids,Kids 797,CUST3095,Mumbai,9977,1,15,8480.45,2111.6,COD,Website,Delivered,2024-05-03,2024-05-06
102876,2025-03-24,Electronics,Accessories,Accessories 635,CUST9139,Jaipur,14109,2,15,23985.3,7562.47,COD,Mobile App,Shipped,2025-03-26,2025-03-30
102877,2024-05-06,Beauty,Haircare,Haircare 178,CUST3110,Mumbai,10136,3,0,30408.0,8921.52,Netbanking,Website,Delivered,2024-05-08,2024-05-10
102878,2023-10-12,Sports,Outdoor,Outdoor 330,CUST1636,Delhi,6118,1,20,4894.4,1710.19,Debit Card,Marketplace,Delivered,2023-10-19,2023-10-21
102879,2024-10-22,Grocery,Beverages,Beverages 948,CUST4659,Delhi,2059,3,20,4941.6,1088.31,UPI,Mobile App,Pending,2024-10-29,2024-11-02
102880,2024-02-17,Home & Kitchen,Decor,Decor 793,CUST1656,Mumbai,10462,1,10,9415.8,2115.97,Debit Card,Marketplace,Delivered,2024-02-19,2024-02-23
102881,2023-04-19,Sports,Gear,Gear 433,CUST4906,Pune,12001,1,0,12001.0,3932.25,Debit Card,Mobile App,Delivered,2023-04-21,2023-04-25
102882,2023-07-07,Beauty,Skincare,Skincare 790,CUST6180,Delhi,709,2,5,1347.1,399.67,COD,Mobile App,Delivered,2023-07-08,2023-07-12
102883,2024-04-24,Grocery,Snacks,Snacks 886,CUST6818,Mumbai,7714,3,10,20827.8,7556.69,Debit Card,Mobile App,Delivered,2024-04-27,2024-05-01
102884,2023-12-11,Clothing,Kids,Kids 427,CUST5374,Delhi,12640,1,15,10744.0,2666.99,Netbanking,Marketplace,Delivered,2023-12-16,2023-12-19
102885,2024-04-24,Grocery,Essentials,Essentials 995,CUST9611,Jaipur,13348,3,5,38041.8,10314.32,Credit Card,Website,Cancelled,2024-04-25,2024-04-29
102886,2023-02-09,Beauty,Skincare,Skincare 795,CUST1149,Delhi,554,3,10,1495.8,450.39,UPI,Website,Cancelled,2023-02-12,2023-02-15
102887,2023-04-19,Grocery,Beverages,Beverages 475,CUST9057,Jaipur,11551,1,10,10395.9,3961.3,UPI,Marketplace,Pending,2023-04-26,2023-04-29
102888,2024-02-23,Beauty,Skincare,Skincare 634,CUST7855,Delhi,4679,1,15,3977.15,1490.57,Debit Card,Mobile App,Returned,2024-02-28,2024-03-01
102889,2024-12-13,Home & Kitchen,Decor,Decor 661,CUST7789,Ahmedabad,1546,1,0,1546.0,315.49,Netbanking,Mobile App,Delivered,2024-12-14,2024-12-16
102890,2023-09-06,Clothing,Women,Women 574,CUST1770,Delhi,11007,1,5,10456.65,2539.23,UPI,Mobile App,Delivered,2023-09-09,2023-09-12
102891,2024-11-06,Beauty,Haircare,Haircare 679,CUST8911,Delhi,10042,1,5,9539.9,2596.59,UPI,Mobile App,Cancelled,2024-11-08,2024-11-12
102892,2023-04-14,Beauty,Makeup,Makeup 739,CUST9195,Lucknow,9594,1,10,8634.6,2756.26,Netbanking,Website,Delivered,2023-04-15,2023-04-18
102893,2025-05-25,Sports,Fitness,Fitness 207,CUST4139,Hyderabad,1727,3,15,4403.85,1085.28,Debit Card,Website,Delivered,2025-05-26,2025-05-29
102894,2025-08-02,Home & Kitchen,Decor,Decor 488,CUST7088,Bengaluru,8557,1,5,8129.15,2497.74,Netbanking,Website,Shipped,2025-08-07,2025-08-09
102895,2023-01-23,Clothing,Women,Women 347,CUST8541,Delhi,3440,1,10,3096.0,688.37,COD,Mobile App,Delivered,2023-01-26,2023-01-28
102896,2024-01-25,Clothing,Women,Women 193,CUST3536,Mumbai,2222,1,10,1999.8,696.8,UPI,Website,Delivered,2024-01-26,2024-01-30
102897,2023-05-21,Electronics,Laptops,Laptops 111,CUST9008,Bengaluru,4260,2,20,6816.0,2448.44,UPI,Mobile App,Shipped,2023-05-23,2023-05-25
102898,2025-09-28,Grocery,Beverages,Beverages 371,CUST3686,Pune,13047,2,5,24789.3,6205.94,Debit Card,Website,Delivered,2025-09-30,2025-10-03
102899,2025-03-04,Beauty,Skincare,Skincare 226,CUST7706,Bengaluru,11429,1,20,9143.2,2613.35,Netbanking,Mobile App,Delivered,2025-03-06,2025-03-09
102900,2025-03-22,Grocery,Snacks,Snacks 646,CUST5509,Kolkata,5354,1,15,4550.9,1125.72,Debit Card,Marketplace,Pending,2025-03-27,2025-03-31
102901,2023-05-11,Grocery,Essentials,Essentials 739,CUST7041,Hyderabad,8946,1,10,8051.4,1849.38,Netbanking,Marketplace,Delivered,2023-05-12,2023-05-14
102902,2025-03-29,Clothing,Men,Men 299,CUST6690,Jaipur,6269,3,5,17866.65,4196.96,Netbanking,Website,Delivered,2025-04-01,2025-04-05
102903,2023-06-25,Sports,Gear,Gear 130,CUST6506,Hyderabad,13403,2,10,24125.4,9430.28,COD,Marketplace,Delivered,2023-06-26,2023-06-30
102904,2024-12-03,Grocery,Beverages,Beverages 927,CUST4470,Kolkata,4447,1,5,4224.65,1387.27,Debit Card,Marketplace,Delivered,2024-12-08,2024-12-11
102905,2024-05-09,Home & Kitchen,Appliances,Appliances 897,CUST5480,Lucknow,6598,1,20,5278.4,1852.42,Debit Card,Mobile App,Delivered,2024-05-10,2024-05-12
102906,2024-03-21,Electronics,Laptops,Laptops 681,CUST9717,Jaipur,2423,2,10,4361.4,1268.0,Credit Card,Marketplace,Delivered,2024-03-24,2024-03-27
102907,2025-04-01,Clothing,Women,Women 573,CUST4733,Jaipur,5961,1,15,5066.85,2005.77,UPI,Website,Delivered,2025-04-04,2025-04-06
102908,2024-04-24,Clothing,Women,Women 359,CUST6803,Mumbai,10080,2,0,20160.0,7690.72,COD,Website,Delivered,2024-05-01,2024-05-03
102909,2023-05-25,Grocery,Essentials,Essentials 358,CUST8679,Hyderabad,7414,3,5,21129.9,6773.66,Credit Card,Mobile App,Delivered,2023-05-26,2023-05-30
102910,2024-05-03,Home & Kitchen,Furniture,Furniture 227,CUST7459,Hyderabad,3765,1,10,3388.5,1315.61,Credit Card,Marketplace,Delivered,2024-05-10,2024-05-13
102911,2023-09-10,Grocery,Essentials,Essentials 711,CUST9331,Jaipur,4437,1,5,4215.15,1298.33,Netbanking,Mobile App,Delivered,2023-09-12,2023-09-15
102912,2023-04-03,Beauty,Haircare,Haircare 370,CUST7785,Delhi,5707,1,20,4565.6,1188.29,Debit Card,Marketplace,Delivered,2023-04-08,2023-04-12
102913,2024-06-03,Electronics,Mobiles,Mobiles 559,CUST4162,Bengaluru,8277,1,5,7863.15,2454.17,UPI,Marketplace,Delivered,2024-06-05,2024-06-09
102914,2023-10-14,Electronics,Mobiles,Mobiles 318,CUST4418,Pune,14331,1,15,12181.35,3928.58,COD,Mobile App,Shipped,2023-10-17,2023-10-21
102915,2023-02-01,Grocery,Beverages,Beverages 141,CUST5557,Pune,5710,1,0,5710.0,2191.76,Netbanking,Mobile App,Delivered,2023-02-02,2023-02-04
102916,2025-09-14,Electronics,Laptops,Laptops 106,CUST3225,Chennai,8914,3,5,25404.9,9969.59,Debit Card,Marketplace,Delivered,2025-09-21,2025-09-24
102917,2023-06-23,Sports,Gear,Gear 238,CUST8247,Pune,8234,2,10,14821.2,5387.33,Netbanking,Website,Delivered,2023-06-26,2023-06-28
102918,2025-07-21,Clothing,Kids,Kids 567,CUST4170,Chennai,11921,2,20,19073.6,3954.38,Netbanking,Mobile App,Cancelled,2025-07-28,2025-07-30
102919,2023-03-23,Home & Kitchen,Furniture,Furniture 142,CUST1195,Chennai,6415,1,15,5452.75,1700.14,Credit Card,Website,Delivered,2023-03-26,2023-03-30
102920,2024-06-18,Beauty,Haircare,Haircare 782,CUST7269,Kolkata,3748,2,0,7496.0,2456.9,Debit Card,Mobile App,Delivered,2024-06-19,2024-06-22
102921,2023-07-05,Electronics,Accessories,Accessories 681,CUST4187,Bengaluru,9311,2,5,17690.9,6969.08,Netbanking,Mobile App,Delivered,2023-07-12,2023-07-14
102922,2025-05-11,Clothing,Women,Women 560,CUST4731,Bengaluru,2332,3,15,5946.6,1202.52,Debit Card,Website,Delivered,2025-05-18,2025-05-21
102923,2023-02-22,Clothing,Kids,Kids 806,CUST8436,Kolkata,10137,1,20,8109.6,3001.56,Netbanking,Marketplace,Delivered,2023-03-01,2023-03-03
102924,2024-04-28,Clothing,Men,Men 128,CUST8824,Bengaluru,14477,1,0,14477.0,4278.11,Debit Card,Mobile App,Delivered,2024-05-05,2024-05-09
102925,2024-12-17,Home & Kitchen,Decor,Decor 523,CUST1619,Chennai,4043,1,0,4043.0,959.92,Netbanking,Marketplace,Delivered,2024-12-22,2024-12-25
102926,2023-04-28,Beauty,Makeup,Makeup 556,CUST1484,Mumbai,2941,1,0,2941.0,694.63,Netbanking,Marketplace,Delivered,2023-05-03,2023-05-05
102927,2025-06-26,Sports,Outdoor,Outdoor 168,CUST8616,Kolkata,393,1,10,353.7,132.87,Credit Card,Website,Delivered,2025-07-03,2025-07-07
102928,2024-07-13,Beauty,Makeup,Makeup 765,CUST6727,Jaipur,11679,2,10,21022.2,6976.53,Netbanking,Mobile App,Pending,2024-07-14,2024-07-18
102929,2023-12-13,Sports,Fitness,Fitness 410,CUST6492,Hyderabad,5060,3,15,12903.0,4707.08,Credit Card,Mobile App,Delivered,2023-12-16,2023-12-20
102930,2024-02-07,Clothing,Women,Women 282,CUST9219,Pune,5756,1,20,4604.8,1002.67,Debit Card,Marketplace,Delivered,2024-02-10,2024-02-12
102931,2024-10-28,Sports,Outdoor,Outdoor 883,CUST6307,Hyderabad,11373,1,15,9667.05,3584.08,COD,Mobile App,Delivered,2024-10-30,2024-11-02
102932,2024-09-11,Clothing,Kids,Kids 393,CUST2746,Pune,13046,2,15,22178.2,7733.94,UPI,Mobile App,Delivered,2024-09-18,2024-09-22
102933,2025-06-17,Grocery,Beverages,Beverages 677,CUST9368,Kolkata,8931,1,15,7591.35,2625.49,UPI,Website,Delivered,2025-06-22,2025-06-25
102934,2024-10-18,Clothing,Women,Women 396,CUST2501,Jaipur,7533,3,5,21469.05,5783.25,COD,Marketplace,Delivered,2024-10-21,2024-10-23
102935,2024-04-10,Beauty,Skincare,Skincare 174,CUST3623,Delhi,9620,1,0,9620.0,3018.45,Debit Card,Mobile App,Delivered,2024-04-17,2024-04-21
102936,2023-05-31,Home & Kitchen,Furniture,Furniture 549,CUST9955,Hyderabad,4630,2,0,9260.0,3161.87,COD,Marketplace,Delivered,2023-06-05,2023-06-08
102937,2023-03-11,Sports,Outdoor,Outdoor 482,CUST7453,Lucknow,3123,2,20,4996.8,1859.25,UPI,Website,Delivered,2023-03-13,2023-03-16
102938,2025-09-02,Clothing,Women,Women 894,CUST9131,Bengaluru,2509,1,15,2132.65,473.01,Credit Card,Website,Delivered,2025-09-04,2025-09-06
102939,2023-01-28,Sports,Outdoor,Outdoor 568,CUST9289,Lucknow,5916,3,0,17748.0,5795.04,Credit Card,Marketplace,Delivered,2023-01-31,2023-02-03
102940,2024-01-25,Electronics,Mobiles,Mobiles 694,CUST9841,Hyderabad,14543,1,15,12361.55,2939.09,Credit Card,Mobile App,Delivered,2024-01-26,2024-01-30
102941,2025-09-03,Clothing,Men,Men 307,CUST5401,Bengaluru,13653,1,15,11605.05,3856.64,Credit Card,Website,Delivered,2025-09-06,2025-09-09
102942,2025-01-19,Sports,Outdoor,Outdoor 731,CUST8271,Ahmedabad,13575,1,15,11538.75,2766.37,COD,Website,Delivered,2025-01-22,2025-01-25
102943,2023-04-12,Home & Kitchen,Furniture,Furniture 353,CUST8293,Hyderabad,1033,1,20,826.4,317.45,COD,Mobile App,Shipped,2023-04-15,2023-04-17
102944,2024-02-01,Sports,Outdoor,Outdoor 184,CUST7251,Mumbai,8453,2,15,14370.1,5212.15,UPI,Mobile App,Shipped,2024-02-06,2024-02-09
102945,2025-05-02,Electronics,Accessories,Accessories 432,CUST5177,Kolkata,13853,3,15,35325.15,11098.58,Netbanking,Website,Delivered,2025-05-09,2025-05-13
102946,2024-05-26,Home & Kitchen,Furniture,Furniture 380,CUST3790,Ahmedabad,8488,1,5,8063.6,2213.03,Debit Card,Website,Delivered,2024-06-02,2024-06-06
102947,2024-05-27,Beauty,Skincare,Skincare 528,CUST4395,Delhi,11440,3,5,32604.0,12505.87,Credit Card,Website,Delivered,2024-05-29,2024-06-02
102948,2025-06-09,Sports,Gear,Gear 960,CUST3608,Bengaluru,5345,3,0,16035.0,6368.14,UPI,Website,Shipped,2025-06-11,2025-06-15
102949,2024-12-13,Electronics,Laptops,Laptops 835,CUST5474,Jaipur,4436,1,15,3770.6,1166.34,COD,Website,Delivered,2024-12-16,2024-12-18
102950,2025-01-21,Beauty,Haircare,Haircare 812,CUST7223,Pune,315,1,10,283.5,89.72,Netbanking,Website,Delivered,2025-01-22,2025-01-25
102951,2024-12-03,Grocery,Beverages,Beverages 479,CUST8211,Pune,8253,2,15,14030.1,2996.23,COD,Marketplace,Delivered,2024-12-08,2024-12-11
102952,2024-05-07,Beauty,Skincare,Skincare 675,CUST6780,Chennai,337,3,10,909.9,209.3,Credit Card,Marketplace,Delivered,2024-05-10,2024-05-13
102953,2025-08-06,Clothing,Men,Men 602,CUST6959,Hyderabad,4910,3,20,11784.0,3447.32,COD,Marketplace,Delivered,2025-08-13,2025-08-17
102954,2024-05-14,Clothing,Women,Women 469,CUST5900,Delhi,2522,1,0,2522.0,791.34,Netbanking,Mobile App,Delivered,2024-05-19,2024-05-23
102955,2023-06-24,Sports,Gear,Gear 578,CUST4803,Jaipur,7274,1,0,7274.0,2819.83,COD,Website,Delivered,2023-06-29,2023-07-01
102956,2024-08-21,Electronics,Mobiles,Mobiles 266,CUST2437,Delhi,4249,1,5,4036.55,1542.8,Credit Card,Marketplace,Returned,2024-08-23,2024-08-25
102957,2025-04-20,Electronics,Mobiles,Mobiles 211,CUST2835,Jaipur,4506,1,15,3830.1,1261.14,Netbanking,Marketplace,Delivered,2025-04-27,2025-04-30
102958,2023-11-24,Home & Kitchen,Furniture,Furniture 813,CUST5743,Kolkata,2714,3,15,6920.7,2623.86,UPI,Mobile App,Delivered,2023-12-01,2023-12-04
102959,2025-08-16,Home & Kitchen,Appliances,Appliances 565,CUST9573,Mumbai,5399,1,15,4589.15,956.7,Netbanking,Website,Delivered,2025-08-21,2025-08-25
102960,2025-08-05,Electronics,Accessories,Accessories 347,CUST6376,Kolkata,6711,2,20,10737.6,3367.26,Credit Card,Marketplace,Pending,2025-08-12,2025-08-16
102961,2025-04-04,Sports,Outdoor,Outdoor 827,CUST9801,Pune,11083,1,0,11083.0,3404.75,Netbanking,Website,Delivered,2025-04-09,2025-04-11
102962,2024-12-10,Electronics,Accessories,Accessories 729,CUST2816,Pune,2312,1,15,1965.2,418.87,Debit Card,Marketplace,Delivered,2024-12-12,2024-12-16
102963,2023-07-20,Beauty,Haircare,Haircare 649,CUST5652,Chennai,7271,3,10,19631.7,4568.26,COD,Marketplace,Delivered,2023-07-25,2023-07-28
102964,2024-08-01,Grocery,Essentials,Essentials 149,CUST2482,Hyderabad,2348,2,0,4696.0,1308.57,UPI,Marketplace,Cancelled,2024-08-08,2024-08-11
102965,2025-05-26,Grocery,Essentials,Essentials 792,CUST3084,Hyderabad,3278,3,15,8358.9,3078.01,Credit Card,Website,Cancelled,2025-05-29,2025-06-02
102966,2023-03-19,Sports,Fitness,Fitness 749,CUST5489,Kolkata,12176,2,5,23134.4,5430.75,Debit Card,Mobile App,Delivered,2023-03-21,2023-03-23
102967,2023-04-07,Beauty,Makeup,Makeup 535,CUST7685,Mumbai,10557,1,20,8445.6,3019.91,Debit Card,Website,Delivered,2023-04-10,2023-04-12
102968,2025-01-19,Clothing,Women,Women 231,CUST6292,Mumbai,11236,3,0,33708.0,7048.95,UPI,Website,Delivered,2025-01-24,2025-01-27
102969,2023-11-17,Sports,Gear,Gear 958,CUST5650,Bengaluru,11219,1,5,10658.05,4132.58,Debit Card,Marketplace,Delivered,2023-11-20,2023-11-22
102970,2024-05-14,Home & Kitchen,Appliances,Appliances 114,CUST4479,Mumbai,3216,3,0,9648.0,2209.45,Netbanking,Marketplace,Cancelled,2024-05-15,2024-05-17
102971,2023-09-29,Home & Kitchen,Furniture,Furniture 409,CUST4313,Bengaluru,594,3,0,1782.0,545.98,UPI,Marketplace,Delivered,2023-10-01,2023-10-05
102972,2023-12-03,Grocery,Essentials,Essentials 347,CUST3117,Ahmedabad,7977,1,15,6780.45,2120.7,Debit Card,Mobile App,Delivered,2023-12-04,2023-12-07
